column_id,column_description
HRS2014Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 18747 000003-959738. Household Identification Number
HRS2014Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 10202 010. Person Identifier 714 011. Person Identifier 34 012. Person Identifier 6106 020. Person Identifier 208 021. Person Identifier 16 022. Person Identifier 1 023. Person Identifier 511 030. Person Identifier 45 031. Person Identifier 7 032. Person Identifier 2 033. Person Identifier 836 040. Person Identifier 57 041. Person Identifier 7 042. Person Identifier 1 043. Person Identifier
HRS2014Q3,2014 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17037 0. Original sample household - no split from divorce or separation of spouses or partners 850 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 669 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 64 5. Split household - one half of couple from Q3 1 or 2 8 6. Split household - one half of couple from Q3 1 or 2 118 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q4,2012 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17309 0. Original sample household - no split from divorce or separation of spouses or partners 707 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 578 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 57 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 88 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q5,2014 SPOUSE/PARTNER PERSON NUMBER ... 5159 010. Person Identifier 525 011. Person Identifier 24 012. Person Identifier 4656 020. Person Identifier 174 021. Person Identifier 11 022. Person Identifier 1 023. Person Identifier 323 030. Person Identifier 27 031. Person Identifier 4 032. Person Identifier 2 033. Person Identifier 558 040. Person Identifier 40 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier 31 811. Spouse of Non-Original Respondent 2 812. Spouse of Non-Original Respondent 2 820. Spouse of Non-Original Respondent 9 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 3 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 4 841. Spouse of Non-Original Respondent 1 842. Spouse of Non-Original Respondent 7184 Blank. Single Respondent Household
HRS2014Q6,2014 WHETHER COVERSHEET RESPONDENT ... 13238 1. Yes 32 3. 2nd Coverscreen R\, answers not retained 5477 5. No
HRS2014Q7,2014 WHETHER FAMILY RESPONDENT ... 13073 1. Family R 23 3. 2nd Family R\, answers not retained 5651 5. Non-Family R
HRS2014Q8,2014 WHETHER FINANCIAL RESPONDENT ... 13098 1. Financial R 24 3. 2nd Financial R\, answers not retained 5625 5. Non-Financial R
HRS2014Q9,Ref: SecJ.Q9_3Wave * ... 18747 2. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q10,Ref: SecJ.Q10_4Wave * ... 18747 3. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q183,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[2] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 1 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 1 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18744 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q184,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[3] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 1 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 1 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18745 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q185,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[4] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 1 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q186,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[5] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 1 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q187,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[6] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 1 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q188,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[7] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 1 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q189,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[8] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 1 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q190,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[9] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 1 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q191,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[10] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 1 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q192,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q193,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[4].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18747 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q194,Ref: SecJ.CURRENTJOB.Q194J158BP * ... 5393 0. ALL OTHERS 3 1. RETIRED AND WORKING FOR PREV WAVE EMPLOYER 294 2. R IN NURSING HOME AND DOES NOT HAVE HOME OUTSIDE OF NURSING HOME AND NOT WORKING FOR PAY 11591 3. R IS NOT WORKING FOR PAY 1466 4. R IS SELF EMPLOYED Blank. INAP (Inapplicable); Partial Interview
HRS2014Q195,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q195_ [What kind of business or industry do you work in--that is\, what do they make or do at the place where you work? (What industry do you typically work in?)/ Now I have a few questions about your current business. What industry do you work in? That is\, what does your company do or make? (What industry do you typically work in?)] User Note: Code categories have been collapsed to protect participant confidentiality. ... 36 1. Agriculture\, Forestry\, Fishing\, and Hunting (0170 - 0290) 6 2. Mining (0370 - 0490) 7 3. Utilities (0570 - 0690) 102 4. Construction (0770) 127 5. Manufacturing (continued) (1070 - 3990) 51 6. Wholesale Trade (4070 - 4590) 139 7. Retail Trade (4670 - 5790) 85 8. Transportation and Warehousing (6070 - 6390) 25 9. Information (6470 - 6790) 54 10. Finance and Insurance (6870 - 6990) 41 11. Real Estate and Rental and Leasing (7070 - 7190) 76 12. Professional\, Scientific\, and Technical Services (7270 - 7490) 102 13. Management\, Administrative and Support\, and Waste (7570 - 7790) 92 14. Educational Services (7860 - 7890) 287 15. Health Care and Social Assistance (7970 - 8470) 37 16. Arts\, Entertainment\, and Recreation (8560 - 8590) 70 17. Accommodations and Food Services (8660 - 8690) 147 18. Other Services (Except Public Administration) (8770 - 9290) 45 19. Public Administration and Active Duty Military (9370 - 9870) 4 99. Not Ascertained (DK/RF) 17214 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q196,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q196J167BP_TQ200 ... 4955 1. Q10_4Wave <> 0 13792 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q197,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q197_ What sort of work do you do? (Tell me a little more about what you do.) User Note: Code categories have been collapsed to protect participant confidentiality. ... 152 1. Management Occupations (0010 - 0430) 84 2. Business and Financial Operations Occupations (0500 - 0950) 30 3. Computer and mathematical occupations (1000 - 1240) 18 4. Architecture and Engineering Occupations (1300 - 1560) 15 5. Life\, Physical\, and Social Science Occupations (1600 - 1960) 43 6. Community and Social Service Occupations (2000 - 2060) 13 7. Legal Occupations (2100 - 2160) 95 8. Education\, Training\, and Library Occupations (2200 - 2550) 33 9. Arts\, Design\, Entertainment\, Sports\, and Media Occupations (2600 - 2960) 66 10. Healthcare Practitioners and Technical Occupations (3000 - 3540) 67 11. Healthcare Support Occupations (3600 - 3650) 39 12. Protective Service Occupations (3700 - 3950) 76 13. Food Preparation and Serving Related Occupations (4000 - 4160) 154 14. Building and Grounds Cleaning and Maintenance Occupations (4200 - 4250) 146 15. Personal Care and Service Occupations (4300 - 4650) 177 16. Sales and Related Occupations (4700 - 4960) 254 17. Office and Administrative Support Occupations (5000 - 5940) 16 18. Farming\, Fishing\, and Forestry Occupations (6000 - 6130) 93 19. Construction and Extraction Occupations (6200 - 6940) 49 20. Installation\, Maintenance\, and Repair Occupations (7000 - 7630) 96 21. Production Occupations (7700 - 8960) 153 22. Transportation and Material Moving Occupations (9000 - 9750) 23. Military Specific Occupations (9800 - 9830) 5 99. Not Ascertained (DK/RF) 16873 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q198,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q198_MoStartKindWrk In what month and year did you start doing this kind of work? Please include work for previous employers. IWER: Month entered must be before or in [Current Month]\, [Current Year] Month: Year: ... 181 1. JAN 126 2. FEB 138 3. MAR 129 4. APR 148 5. MAY 161 6. JUN 126 7. JUL 169 8. AUG 197 9. SEP 143 10. OCT 118 11. NOV 74 12. DEC 195 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 16841 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q199,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q199_ (In what month and year did you start doing this kind of work? Please include work for previous employers.) IWER: Year entered must be before or in [Current Month]\, [Current Year] Month: [MONTH STARTED THIS KIND OF WORK] Year: ... 1843 1940-2014. Actual Value 62 9998. DK (Don't Know); NA (Not Ascertained) 1 9999. RF (Refused) 16841 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q200,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q200_HrsWrkPerWk [How many hours a week do you usually work [on this job/in this business]?] 1-95 hours User Note: The code definition on the interview screen was 1-95; however\, responses of 0-168 were allowed by the program. ... ----------------------------------------------------------------- N Min Max Mean SD Miss 6696 0 152 36.07 14.96 11886 ----------------------------------------------------------------- 157 998. DK (Don't Know); NA (Not Ascertained) 8 999. RF (Refused)
HRS2014Q201,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q201_HrsVary Do you work [the same/this] number of hours nearly every week\, or do the hours you work vary a lot from week to week? IWER: If variation is due to not working at all in some weeks\, probe: These questions are about times when you are working. ... 4005 1. SAME EACH WEEK/THIS NUMBER 1276 2. VARY A LOT 13 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 13453 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q202,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q202_ How many hours would you work in a week with relatively long hours? 1-95 hours User Note: The code definition on the interview screen was 1-95; however\, responses of 0-168 were allowed by the program. ... ----------------------------------------------------------------- N Min Max Mean SD Miss 1214 1 110 44.40 18.13 17471 ----------------------------------------------------------------- 58 998. DK (Don't Know); NA (Not Ascertained) 4 999. RF (Refused)
HRS2014Q203,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q203_HrsWkShort How many hours in a relatively short week? 0-95 hours ... ----------------------------------------------------------------- N Min Max Mean SD Miss 1239 0 95 25.97 14.60 17471 ----------------------------------------------------------------- 32 98. DK (Don't Know); NA (Not Ascertained) 5 99. RF (Refused)
HRS2014Q204,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q204_WksPaidVac How many weeks of paid vacation do you get each year? IWER: Enter 996 if R mentions that sick and vacation time are combined. 0-52 weeks Number of weeks: Time unit: ... 5192 0-240. Actual Value 43 996. SICK AND VACATION TIME COMBINED 149 998. DK (Don't Know); NA (Not Ascertained) 10 999. RF (Refused) 13353 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q205,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q205_ (How many weeks of paid vacation do you get each year?) Number of weeks: [NUMBER WEEKS PAID VACATION] Time unit: ... 102 1. DAYS 3459 2. WEEKS 12 3. Hours 18 4. MONTHS 1759 6. NONE 3 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 13394 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q206,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q206_ How many weeks of paid time off do you get each year? ... 37 2-40. Actual Value 2 998. DK (Don't Know); NA (Not Ascertained) 999. RF (Refused) 18708 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q207,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q207_ (How many weeks of paid time off do you get each year?) Number of weeks: [NUMBER WEEKS PAID TIME OFF] Time unit: ... 11 1. DAYS 26 2. WEEKS 4. MONTHS 2 6. NONE 7. OTHER (SPECIFY) 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18708 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q208,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q208_WksWrkPerYr IWER: READ slowly [Counting paid vacations as weeks of work\, how many weeks a year do you usually work on this job?/How many weeks a year do you usually work on this job?] IWER: Count paid sick time as work time IWER: This refers to usual weeks of work on R's current main job 1-52 weeks Weeks per year: ... ----------------------------------------------------------------- N Min Max Mean SD Miss 6515 0 52 47.50 9.86 11887 ----------------------------------------------------------------- 321 98. DK (Don't Know); NA (Not Ascertained) 24 99. RF (Refused)
HRS2014Q209,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q209_MarginallyEmpd * ... 6754 0. Was Not Marginally Employed in the Current Wave and Previous Wave 108 1. Was Marginally Employed in the Current Wave and Previous Wave 11885 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q210,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q210_ In the last 12 months\, did you miss any days from work because of your health? ... 2422 1. YES 4319 5. NO 6 8. DK (Don't Know); NA (Not Ascertained) 5 9. RF (Refused) 11995 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q211,Ref: SecJ.CURRENTJOB.CURRJOBINFO.Q211_ About how many days did you miss? Days: ... ----------------------------------------------------------------- N Min Max Mean SD Miss 2379 1 365 12.55 27.82 16325 ----------------------------------------------------------------- 40 998. DK (Don't Know); NA (Not Ascertained) 3 999. RF (Refused)
HRS2014Q212,Ref: SecJ.CURRENTJOB.Q212_ * ... 3843 1. SAME EMPLOYER AND JOB TITLE AS PREV WAVE 1466 2. SELF-EMPLOYED 3. OTHERWISE 13438 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q213,Ref: SecJ.CURRENTJOB.Q213Q214BP * ... 0. ALL OTHERS 1466 1. R IS SELF EMPLOYED 49 2. R WORKS LESS THAN 10 HRS A WEEK AND LESS THAN 20 WKS A YEAR 1503 3. R IS NOT WORKING FOR PREV WAVE EMPLOYER OR RETIRED AND WORKING FOR PREV WAVE EMPLOYER 3805 4. Q10_4Wave <> 0 39 5. R REPORTED SICK AND VACATION TIME ARE COMBINED AT R'S JOB 11885 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q214,Ref: SecJ.CURRENTJOB.Q214_ How many days of paid sick leave at full pay do you earn each year? IWER: If R says sick leave is accrued in hours\, probe: How many days per year would that be? If less than 1 day per year\, enter '0'. 0-365 Days 995 No set number ... ----------------------------------------------------------------- N Min Max Mean SD Miss 1287 0 212 4.84 13.86 17245 ----------------------------------------------------------------- 50 995. NO SET NUMBER 159 998. DK (Don't Know); NA (Not Ascertained) 6 999. RF (Refused)
HRS2014Q215,Ref: SecJ.CURRENTJOB.Q215_ Does your employer provide coverage for long-term disability on this job? ... 609 1. YES 848 5. NO 81 8. DK (Don't Know); NA (Not Ascertained) 3 9. RF (Refused) 17206 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q216,Ref: SecJ.CURRENTJOB.Q216_ On your job\, do you make decisions about the pay and promotion of others? ... 182 1. YES 1354 5. NO 2 8. DK (Don't Know); NA (Not Ascertained) 3 9. RF (Refused) 17206 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q217,Ref: SecJ.CURRENTJOB.Q217_ For how many people do you make pay and promotion decisions? ... ----------------------------------------------------------------- N Min Max Mean SD Miss 175 1 750 29.87 74.19 18565 ----------------------------------------------------------------- 5 998. DK (Don't Know); NA (Not Ascertained) 2 999. RF (Refused)
HRS2014Q218,Ref: SecJ.CURRENTJOB.CURRJOBSELFEMPD.Q218_ Are you paid a regular salary or wages? ... 532 1. YES 918 5. NO 14 8. DK (Don't Know); NA (Not Ascertained) 2 9. RF (Refused) 17281 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q219,Ref: SecJ.CURRENTJOB.CURRJOBSELFEMPD.Q219_ How much are you paid before taxes and other deductions? IWER: Do not probe DK/RF IWER: If amount per hour\, enter both dollars and cents IWER: Use zero for none Amount: Per: ... 442 2-800000. Actual Value 53 999998. DK (Don't Know); NA (Not Ascertained) 37 999999. RF (Refused) 18215 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q220,Ref: SecJ.CURRENTJOB.CURRJOBSELFEMPD.Q220_ (How much are you paid before taxes and other deductions?) Amount: [SELF-EMPLOYMENT SALARY AMOUNT] Per: ... 75 1. HOUR 109 2. WEEK 14 3. EVERY TWO WEEKS/BI-WEEKLY 104 4. MONTH 5. TWICE A MONTH 118 6. YEAR 11 11. Day 11 97. OTHER (SPECIFY); including per visit\, class\, mile\, job\, piece 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18305 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q221,Ref: SecJ.CURRENTJOB.CURRJOBSELFEMPD.Q221_ Does it amount to less than $____ per year\, more than $____ per year\, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $5\,000\, $15\,000\, $30\,000\, $75\,000 RANDOM ENTRY POINT ASSIGNMENT [1 ($15\,000)] or [NOT 1 ($30\,000)] AT X508 ... 32 0. Value of Breakpoint 2 5000. Value of Breakpoint 13 5001. Value of Breakpoint 7 15000. Value of Breakpoint 13 15001. Value of Breakpoint 4 30000. Value of Breakpoint 12 30001. Value of Breakpoint 1 75000. Value of Breakpoint 6 75001. Value of Breakpoint 18657 Blank. INAP (Inapplicable); Partial Interview
