column_id,column_description
HRS2018Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 17146 010003-959738. Household Identification Number
HRS2018Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 9738 010. Person Identifier 654 011. Person Identifier 32 012. Person Identifier 1 013. Person Identifier 5480 020. Person Identifier 180 021. Person Identifier 21 022. Person Identifier 1 023. Person Identifier 353 030. Person Identifier 44 031. Person Identifier 3 032. Person Identifier 1 033. Person Identifier 586 040. Person Identifier 47 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier
HRS2018Q3,2018 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15501 0. Original sample household - no split from divorce or separation of spouses or partners 849 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 596 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 68 5. Split household - one half of couple from Q3 1 or 2 9 6. Split household - one half of couple from Q3 1 or 2 122 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q4,2016 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15713 0. Original sample household - no split from divorce or separation of spouses or partners 726 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 546 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 54 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 99 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q5,2018 SPOUSE/PARTNER PERSON NUMBER ... 4657 010. Person Identifier 504 011. Person Identifier 28 012. Person Identifier 1 013. Person Identifier 4290 020. Person Identifier 141 021. Person Identifier 18 022. Person Identifier 1 023. Person Identifier 193 030. Person Identifier 27 031. Person Identifier 1 032. Person Identifier 1 033. Person Identifier 362 040. Person Identifier 40 041. Person Identifier 2 042. Person Identifier 2 043. Person Identifier 7 810. Spouse of Original R\, Never Entered Sample 45 811. Spouse of Non-Original Respondent 3 812. Spouse of Non-Original Respondent 6 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 4 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 3 841. Spouse of Non-Original Respondent 6808 Blank. Single Respondent Household
HRS2018Q6,2018 WHETHER COVERSHEET RESPONDENT ... 12465 1. Yes 85 3. 2nd Coverscreen R\, answers not retained 4596 5. No
HRS2018Q7,2018 WHETHER FAMILY RESPONDENT ... 12017 1. Family R 41 3. 2nd Family R\, answers not retained 5088 5. Non-Family R
HRS2018Q8,2018 WHETHER FINANCIAL RESPONDENT ... 12181 1. Financial R 38 3. 2nd Financial R\, answers not retained 4927 5. Non-Financial R
HRS2018Q9,Ref: SecJ.Q9_3Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q10,Ref: SecJ.Q10_4Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q151,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.Q151Q152BP * ... 6 0. ALL OTHERS 5 1. R DENIES PREVIOUS WAVE JOB TITLE 9 2. R IS RETIRED BUT STILL WORKING FOR PREVIOUS WAVE EMPLOYER 17126 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q152,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q152_MoStopWrkPrevEmp IF R {WAS WORKING IN LAST IW AND NOW IS {RETIRED AND WORKING FOR SAME EMPLOYER/BUSINESS}} (Q147=3) and YEAR RETIRED WAS NOT REPORTED (Q24 NOT ASKED): In what month and year did you retire? IF R IS NO LONGER WORKING FOR Râ€™s LAST IW EMPLOYER (Q97={4 or 5}): In what month and year did you stop working [for Râ€™s Last IW Employer Name /there]? IF NAME OF Râ€™s LAST IW EMPLOYER IS KNOWN (A508 NOT EMPTY): According to our records\, you were working for [Râ€™s Last IW Employer Name] (per A508) in [Prev Wave IW Month] [Prev Wave IW Year]. In what month and year did you stop working for [R's Last IW Employer Name]? OTHERWISE: According to our records\, you were working for someone else when we last talked to you in [R's Last IW Month\, Year]. In what month and year did you stop working for that employer? INSTR: Month entered must be between [R's Last IW Month\, Year] and [Current IW Month\, Year] INSTR: Options other than month and year can be found at the bottom of the 'Month' list. Month: Year: ... 48 -8. Web non-response 164 1. JAN 131 2. FEB 151 3. MAR 133 4. APR 211 5. MAY 263 6. JUN 159 7. JUL 201 8. AUG 177 9. SEP 190 10. OCT 169 11. NOV 252 12. DEC 92 96. STILL WORKING FOR PREVIOUS WAVE EMPLOYER 572 97. [DENY WORKING FOR SOMEONE ELSE\, OR FOR NAMED EMPLOYER\, AT LAST INTERVIEW/I DID NOT WORK FOR THAT EMPLOYER AT THAT TIME] 149 98. DK (Don't Know); NA (Not Ascertained) 9 99. RF (Refused) 14075 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q153,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q153Q152TOW158_2BP * ... 2529 0. ALL OTHERS 572 1. (R DENIES WORKING FOR SELF OR PREV WAVE EMPLOYER) OR R IS STILL WORKING FOR SELF AS EITHER MAIN OR 2ND JOB 14045 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q154,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q154_YrStopWrkPrevEmp IF R {WAS WORKING IN LAST IW AND NOW IS {RETIRED AND WORKING FOR SAME EMPLOYER/BUSINESS}} (Q147=3) and YEAR RETIRED WAS NOT REPORTED (Q24 NOT ASKED): In what month and year did you retire? IF R IS NO LONGER WORKING FOR Râ€™s LAST IW EMPLOYER (Q97={4 or 5}): In what month and year did you stop working [for Râ€™s Last IW Employer Name /there]? IF NAME OF Râ€™s LAST IW EMPLOYER IS KNOWN (A508 NOT EMPTY): According to our records\, you were working for [Râ€™s Last IW Employer Name] (per A508) in [Prev Wave IW Month] [Prev Wave IW Year]. In what month and year did you stop working for [R's Last IW Employer Name]? OTHERWISE: According to our records\, you were working for someone else when we last talked to you in [R's Last IW Month\, Year]. In what month and year did you stop working for that employer? INSTR: Month entered must be between [R's Last IW Month\, Year] and [Current IW Month\, Year] INSTR: Options other than month and year can be found at the bottom of the 'Month' list. Month: Year: ... 52 -8. Web non-response 2224 2007-2019. Actual Value 116 9998. DK (Don't Know); NA (Not Ascertained) 15 9999. RF (Refused) 14739 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q155,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q155_ [What were you earning\, before deductions\, when you [retired/left that employer]]? INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents. INSTR: Do not probe DK/RF Amount: Per: WEB-ADMINISTERED TEXT: [What were you earning\, before deductions\, when you [retired/left that employer]?] INSTR: If amount per hour\, enter both dollars and cents. ... 33 -8. Web non-response 2233 0-1500000. Actual Value 187 9999998. DK (Don't Know); NA (Not Ascertained) 74 9999999. RF (Refused) 14619 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q156,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q156_ Amount: [AMOUNT EARNING WHEN LEFT] Per: ... 25 -8. Web non-response 816 1. HOUR 274 2. WEEK 140 3. EVERY TWO WEEKS/BI-WEEKLY 209 4. MONTH 8 5. TWICE A MONTH 709 6. YEAR 32 11. Day 29 97. OTHER (SPECIFY); including per visit\, class\, mile\, job\, piece 9 98. DK (Don't Know); NA (Not Ascertained) 11 99. RF (Refused) 14884 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q157,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q157_ (Thinking about what you were earning at that time\, before deductions): Did it amount to a total of less than $____ per month\, more than $____ per month\, or what? PROCEDURES: UNFM_2Up1Down\, UNFM_1Up2Down BREAKPOINTS: $200\, $800\, $1500\, $3000 RANDOM ENTRY POINT ASSIGNMENT [1 ($800)] or [NOT 1 ($1500)] AT X502 WEB-ADMINISTERED TEXT: Thinking about what you were earning at that time\, before deductions: Did it amount to a total of less than $____ per month\, more than $____ per month\, or what? User Note: The procedures apply to both the interviewer-administered and web-administered text. ... 129 0. Value of Breakpoint 6 200. Value of Breakpoint 43 201. Value of Breakpoint 17 800. Value of Breakpoint 41 801. Value of Breakpoint 12 1500. Value of Breakpoint 28 1501. Value of Breakpoint 4 3000. Value of Breakpoint 14 3001. Value of Breakpoint 16852 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q158,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q158_ * ... 20 199. Value of Breakpoint 6 200. Value of Breakpoint 52 799. Value of Breakpoint 17 800. Value of Breakpoint 37 1499. Value of Breakpoint 12 1500. Value of Breakpoint 25 2999. Value of Breakpoint 4 3000. Value of Breakpoint 121 99999996. Greater than Maximum Breakpoint 16852 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q159,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q159_ * ... 47 0. No Breakpoint values given during interview 2 97. Data not available 26 98. DK (Don't Know); NA (Not Ascertained) 45 99. RF (Refused) 17026 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q160,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELF.Q160Q161BP_TQ143 * ... 2514 0. ALL OTHERS 15 1. SAME JOB TITLE AS PREVIOUS WAVE 14617 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q161,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q161 [Why did you leave that employer?/Why did you stop working at that business?] [(Did the business close\, were you laid off or let go\, did you have poor health or a disability\, did you leave to take care of family members\, did you quit\, did you retire\, did ownership of your employment change\, did your pension rules change\, or what?)] INSTR: Do not probe but select all that apply. WEB-ADMINISTERED TEXT: [Why did you leave that employer?/Why did you stop working at that business?] INSTR: Select all that apply ... 18 -8. Web non-response 146 1. BUSINESS CLOSED; business moved or sold 546 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 497 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 109 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 216 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 379 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 738 7. RETIRED 71 8. R (family) moved 62 9. OWNERSHIP CHANGED; sold business (own); closed business (own); gave business to another person 1 10. PENSION RULES CHANGED 32 16. Transportation; distance to work 3 23. To travel 2 24. Early retirement incentive/offer 10 25. Financially advantageous for R to not work (tax/IRS/Social Security reasons) 1 94. Transferred; spouse transferred 95 95. R has not left/still has this job 1 96. R disputes record; didn't work for named employer at last wave 175 97. OTHER (SPECIFY) 9 98. DK (Don't Know); NA (Not Ascertained) 13 99. RF (Refused) 14022 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q162,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q161 [Why did you leave that employer?/Why did you stop working at that business?] [(Did the business close\, were you laid off or let go\, did you have poor health or a disability\, did you leave to take care of family members\, did you quit\, did you retire\, did ownership of your employment change\, did your pension rules change\, or what?)] INSTR: Do not probe but select all that apply. WEB-ADMINISTERED TEXT: [Why did you leave that employer?/Why did you stop working at that business?] INSTR: Select all that apply ... 9 1. BUSINESS CLOSED; business moved or sold 26 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 44 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 9 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 11 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 39 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 40 7. RETIRED 10 8. R (family) moved 10 9. OWNERSHIP CHANGED; sold business (own); closed business (own); gave business to another person 2 10. PENSION RULES CHANGED 4 16. Transportation; distance to work 1 23. To travel 2 24. Early retirement incentive/offer 1 25. Financially advantageous for R to not work (tax/IRS/Social Security reasons) 94. Transferred; spouse transferred 11 95. R has not left/still has this job 96. R disputes record; didn't work for named employer at last wave 36 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 16891 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q163,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q161 [Why did you leave that employer?/Why did you stop working at that business?] [(Did the business close\, were you laid off or let go\, did you have poor health or a disability\, did you leave to take care of family members\, did you quit\, did you retire\, did ownership of your employment change\, did your pension rules change\, or what?)] INSTR: Do not probe but select all that apply. WEB-ADMINISTERED TEXT: [Why did you leave that employer?/Why did you stop working at that business?] INSTR: Select all that apply ... 1 1. BUSINESS CLOSED; business moved or sold 1 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 2 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 3 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 1 7. RETIRED 1 8. R (family) moved 9. OWNERSHIP CHANGED; sold business (own); closed business (own); gave business to another person 1 10. PENSION RULES CHANGED 16. Transportation; distance to work 23. To travel 24. Early retirement incentive/offer 1 25. Financially advantageous for R to not work (tax/IRS/Social Security reasons) 94. Transferred; spouse transferred 95. R has not left/still has this job 96. R disputes record; didn't work for named employer at last wave 1 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17134 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q164,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q161 [Why did you leave that employer?/Why did you stop working at that business?] [(Did the business close\, were you laid off or let go\, did you have poor health or a disability\, did you leave to take care of family members\, did you quit\, did you retire\, did ownership of your employment change\, did your pension rules change\, or what?)] INSTR: Do not probe but select all that apply. WEB-ADMINISTERED TEXT: [Why did you leave that employer?/Why did you stop working at that business?] INSTR: Select all that apply ... 1. BUSINESS CLOSED; business moved or sold 2. LAID OFF/LET GO; temporary or seasonal job ended; contract over; lack of work/clients/customers; downsizing; reorganization; change of political administration; employer died/too sick 3. POOR HEALTH/DISABLED; poor mental health; R died; death; surgery; injury; old age 4. FAMILY CARE; marriage; pregnancy; child care; husband's wishes; wanted more time at home; to be with family 5. BETTER JOB; start own business; go to school/get more training; make more money; work in family business; go into military 6. QUIT; bored/burned out; didn't like job/wanted a change; problems with supervisor/co-workers; lack of pay/work hours/promotion/benefits/help; dispute with employer; sexual harassment; couldn't do work anymore; poor/dangerous working conditions; too stressful 7. RETIRED 9. OWNERSHIP CHANGED; sold business (own); closed business (own); gave business to another person 10. PENSION RULES CHANGED 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q165,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q165_ Did your employment situation change in some way that encouraged you to leave? ... 19 -8. Web non-response 566 1. YES 1479 5. NO 13 8. DK (Don't Know); NA (Not Ascertained) 13 9. RF (Refused) 15056 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q166,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q166 How did it change? INSTR: Select all that apply ... 1 -8. Web non-response 23 1. SUPERVISOR ENCOURAGED DEPARTURE 10 2. COWORKER ENCOURAGED DEPARTURE 24 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 36 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 8 5. WOULD HAVE BEEN LAID OFF; funding ended 50 6. NEW JOB DUTIES; work load increased 10 7. NEW JOB LOCATION 9 8. BECAME ELIGIBLE FOR PENSION/social security 2 9. EMPLOYER CHANGED HEALTH INSURANCE 5 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 10 21. Scheduling problems; change in work schedule (excluding 04); hours increased 185 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policies; not enough money; harassment 46 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 3 24. Start or help with own/family business 57 31. Physical and mental condition of R (including stress) 33 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 52 97. OTHER (SPECIFY) 1 98. DK (Don't Know); NA (Not Ascertained) 2 99. RF (Refused) 16579 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q167,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q166 How did it change? INSTR: Select all that apply ... 3 1. SUPERVISOR ENCOURAGED DEPARTURE 1 2. COWORKER ENCOURAGED DEPARTURE 1 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 2 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 4 5. WOULD HAVE BEEN LAID OFF; funding ended 10 6. NEW JOB DUTIES; work load increased 2 7. NEW JOB LOCATION 2 8. BECAME ELIGIBLE FOR PENSION/social security 2 9. EMPLOYER CHANGED HEALTH INSURANCE 1 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 2 21. Scheduling problems; change in work schedule (excluding 04); hours increased 31 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policies; not enough money; harassment 3 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 24. Start or help with own/family business 3 31. Physical and mental condition of R (including stress) 2 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 10 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17067 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q168,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q166 How did it change? INSTR: Select all that apply ... 1. SUPERVISOR ENCOURAGED DEPARTURE 2. COWORKER ENCOURAGED DEPARTURE 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 5. WOULD HAVE BEEN LAID OFF; funding ended 1 6. NEW JOB DUTIES; work load increased 7. NEW JOB LOCATION 1 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 2 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 21. Scheduling problems; change in work schedule (excluding 04); hours increased 5 22. Other working conditions; didn't get along with supervisor/coworkers; not enough help; business had changed; unsafe working conditions; physical demands of job; company having financial problems; more pressure on the job; new management/philosophy/policies; not enough money; harassment 23. Better job/pay; more hours/benefits; better working conditions; old job lack of pay raises/benefits 24. Start or help with own/family business 1 31. Physical and mental condition of R (including stress) 1 95. Job ended; seasonal work; temporary job; position eliminated; business closed/moved or sold 2 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17133 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q169,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q166 How did it change? INSTR: Select all that apply ... 1. SUPERVISOR ENCOURAGED DEPARTURE 2. COWORKER ENCOURAGED DEPARTURE 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 5. WOULD HAVE BEEN LAID OFF; funding ended 6. NEW JOB DUTIES; work load increased 7. NEW JOB LOCATION 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 1 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q170,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q166 How did it change? INSTR: Select all that apply ... 1. SUPERVISOR ENCOURAGED DEPARTURE 2. COWORKER ENCOURAGED DEPARTURE 3. WAGES REDUCED (OR ABOUT TO BE REDUCED) 4. HOURS REDUCED (OR ABOUT TO BE REDUCED) 5. WOULD HAVE BEEN LAID OFF; funding ended 6. NEW JOB DUTIES; work load increased 7. NEW JOB LOCATION 8. BECAME ELIGIBLE FOR PENSION/social security 9. EMPLOYER CHANGED HEALTH INSURANCE 10. SPECIAL EARLY RETIREMENT INCENTIVE OFFER 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q171,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q171_ If your employer had allowed you to work fewer hours with correspondingly less pay\, would you have continued working there? ... 31 -8. Web non-response 348 1. YES 1640 5. NO 24 8. DK (Don't Know); NA (Not Ascertained) 11 9. RF (Refused) 15092 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q172,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q172_ [Did your employer experience a permanent reduction in employment between [R's Last IW Month\, Year/Month\, Year 2 Years Ago] and the time you were leaving?] INSTR: Permanent employment reductions are sometimes called 'downsizing'; 'layoffs' can be permanent or temporary. ... 34 -8. Web non-response 487 1. YES 1784 5. NO 83 8. DK (Don't Know); NA (Not Ascertained) 12 9. RF (Refused) 14746 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q173,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.Q173_ [Were there any months between [Prev Wave IW Month][Prev Wave IW Year] and [[Month\, Year] [[Stopped Working For [Employer/Self]]/Retired]] when you did not work [for [Last IW Employer Name]/at this business/for this employer]]? ... 4 -8. Web non-response 340 1. YES 1791 5. NO 24 8. DK (Don't Know); NA (Not Ascertained) 5 9. RF (Refused) 14982 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q174,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[1].W776_Year * ... 2 2019. Actual Value 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q175,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[1].W777_ Were there any months in [Eligible Year] [when you did not work [at this business/for this employer]]? ... 2 1. YES 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q176,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? INSTR: Select all that apply ... 1 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 1 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q177,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 1 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q178,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWSELFCONTD.J081M.W779_MonthsPerYear[1].W778_WhichMonths Which months in [Eligible Year] were those ([when you did not work [at this business/for this employer]])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
